parent_type,parent_id,parent_label,relationship,child_type,child_id,child_label
schedule,,,has_provision,provision,article-1,1
provision,article-1,article-1,has_sub_provision,provision,article-1-1,1
provision,article-1,article-1,has_sub_provision,provision,article-1-2,2
provision,article-1,article-1,has_sub_provision,provision,article-1-3,3
schedule,,,has_provision,provision,article-2,2
provision,article-2,article-2,has_sub_provision,provision,article-2-1,1
provision,article-2,article-2,has_sub_provision,provision,article-2-2,2
provision,article-2,article-2,has_sub_provision,provision,article-2-3,3
provision,article-2,article-2,has_sub_provision,provision,article-2-4,4
provision,article-2,article-2,has_sub_provision,provision,article-2-5,5
provision,article-2,article-2,has_sub_provision,provision,article-2-6,6
provision,article-2,article-2,has_sub_provision,provision,article-2-7,7
provision,article-2-7,article-2-7,has_sub_provision,provision,article-2-7-a,a
provision,article-2-7,article-2-7,has_sub_provision,provision,article-2-7-b,b
provision,article-2-7,article-2-7,has_sub_provision,provision,article-2-7-c,c
provision,article-2,article-2,has_sub_provision,provision,article-2-8,8
provision,article-2,article-2,has_sub_provision,provision,article-2-9,9
provision,article-2,article-2,has_sub_provision,provision,article-2-10,10
provision,article-2,article-2,has_sub_provision,provision,article-2-11,11
provision,article-2,article-2,has_sub_provision,provision,article-2-12,12
schedule,,,has_provision,provision,article-3,3
provision,article-3,article-3,has_sub_provision,provision,article-3-1,1
provision,article-3,article-3,has_sub_provision,provision,article-3-2,2
provision,article-3,article-3,has_sub_provision,provision,article-3-3,3
provision,article-3,article-3,has_sub_provision,provision,article-3-4,4
provision,article-3,article-3,has_sub_provision,provision,article-3-5,5
provision,article-3-5,article-3-5,has_sub_provision,provision,article-3-5-a,a
provision,article-3-5,article-3-5,has_sub_provision,provision,article-3-5-b,b
provision,article-3,article-3,has_sub_provision,provision,article-3-6,6
provision,article-3,article-3,has_sub_provision,provision,article-3-7,7
provision,article-3,article-3,has_sub_provision,provision,article-3-8,8
provision,article-3,article-3,has_sub_provision,provision,article-3-9,9
provision,article-3,article-3,has_sub_provision,provision,article-3-9A,9A
provision,article-3-9A,article-3-9A,has_sub_provision,provision,article-3-9A-a,a
provision,article-3-9A,article-3-9A,has_sub_provision,provision,article-3-9A-b,b
provision,article-3,article-3,has_sub_provision,provision,article-3-9B,9B
provision,article-3,article-3,has_sub_provision,provision,article-3-10,10
provision,article-3-10,article-3-10,has_sub_provision,provision,article-3-10-a,a
provision,article-3-10,article-3-10,has_sub_provision,provision,article-3-10-b,b
provision,article-3-10,article-3-10,has_sub_provision,provision,article-3-10-c,c
provision,article-3,article-3,has_sub_provision,provision,article-3-11,11
provision,article-3-11,article-3-11,has_sub_provision,provision,article-3-11-a,a
provision,article-3-11,article-3-11,has_sub_provision,provision,article-3-11-b,b
provision,article-3,article-3,has_sub_provision,provision,article-3-12,12
provision,article-3-12,article-3-12,has_sub_provision,provision,article-3-12-a,a
provision,article-3-12,article-3-12,has_sub_provision,provision,article-3-12-b,b
provision,article-3-12,article-3-12,has_sub_provision,provision,article-3-12-c,c
provision,article-3-12-c,article-3-12-c,has_sub_provision,provision,article-3-12-c-i,i
provision,article-3-12-c,article-3-12-c,has_sub_provision,provision,article-3-12-c-ii,ii
provision,article-3-12-c,article-3-12-c,has_sub_provision,provision,article-3-12-c-iii,iii
provision,article-3-12,article-3-12,has_sub_provision,provision,article-3-12-d,d
provision,article-3-12,article-3-12,has_sub_provision,provision,article-3-12-e,e
provision,article-3,article-3,has_sub_provision,provision,article-3-13,13
provision,article-3-13,article-3-13,has_sub_provision,provision,article-3-13-a,a
provision,article-3-13,article-3-13,has_sub_provision,provision,article-3-13-b,b
provision,article-3-13,article-3-13,has_sub_provision,provision,article-3-13-c,c
schedule,,,has_provision,provision,article-4,4
provision,article-4,article-4,has_sub_provision,provision,article-4-1,1
provision,article-4-1,article-4-1,has_sub_provision,provision,article-4-1-a,a
provision,article-4-1,article-4-1,has_sub_provision,provision,article-4-1-b,b
provision,article-4,article-4,has_sub_provision,provision,article-4-2,2
provision,article-4-2,article-4-2,has_sub_provision,provision,article-4-2-a,a
provision,article-4-2,article-4-2,has_sub_provision,provision,article-4-2-b,b
provision,article-4-2,article-4-2,has_sub_provision,provision,article-4-2-c,c
provision,article-4-2,article-4-2,has_sub_provision,provision,article-4-2-d,d
provision,article-4-2,article-4-2,has_sub_provision,provision,article-4-2-e,e
provision,article-4-2,article-4-2,has_sub_provision,provision,article-4-2-f,f
provision,article-4,article-4,has_sub_provision,provision,article-4-3,3
provision,article-4-3,article-4-3,has_sub_provision,provision,article-4-3-a,a
provision,article-4-3,article-4-3,has_sub_provision,provision,article-4-3-b,b
provision,article-4-3,article-4-3,has_sub_provision,provision,article-4-3-c,c
provision,article-4-3,article-4-3,has_sub_provision,provision,article-4-3-d,d
provision,article-4-3,article-4-3,has_sub_provision,provision,article-4-3-e,e
provision,article-4-3,article-4-3,has_sub_provision,provision,article-4-3-f,f
provision,article-4-3,article-4-3,has_sub_provision,provision,article-4-3-g,g
provision,article-4,article-4,has_sub_provision,provision,article-4-4,4
provision,article-4,article-4,has_sub_provision,provision,article-4-5,5
schedule,,,has_provision,provision,article-5,5
provision,article-5,article-5,has_sub_provision,provision,article-5-1,1
provision,article-5,article-5,has_sub_provision,provision,article-5-2,2
provision,article-5-2,article-5-2,has_sub_provision,provision,article-5-2-a,a
provision,article-5-2-a,article-5-2-a,has_sub_provision,provision,article-5-2-a-i,i
provision,article-5-2-a,article-5-2-a,has_sub_provision,provision,article-5-2-a-ii,ii
provision,article-5-2-a,article-5-2-a,has_sub_provision,provision,article-5-2-a-iii,iii
provision,article-5-2-a,article-5-2-a,has_sub_provision,provision,article-5-2-a-iv,iv
provision,article-5-2-a,article-5-2-a,has_sub_provision,provision,article-5-2-a-v,v
provision,article-5-2,article-5-2,has_sub_provision,provision,article-5-2-aa,aa
provision,article-5-2,article-5-2,has_sub_provision,provision,article-5-2-b,b
provision,article-5-2,article-5-2,has_sub_provision,provision,article-5-2-c,c
provision,article-5-2,article-5-2,has_sub_provision,provision,article-5-2-d,d
provision,article-5,article-5,has_sub_provision,provision,article-5-3,3
provision,article-5,article-5,has_sub_provision,provision,article-5-4,4
provision,article-5,article-5,has_sub_provision,provision,article-5-5,5
schedule,,,has_provision,provision,article-6,6
schedule,,,has_provision,provision,article-7,7
schedule,,,has_provision,provision,article-7ZA,7ZA
provision,article-7ZA,article-7ZA,has_sub_provision,provision,article-7ZA-1,1
provision,article-7ZA,article-7ZA,has_sub_provision,provision,article-7ZA-2,2
provision,article-7ZA,article-7ZA,has_sub_provision,provision,article-7ZA-3,3
provision,article-7ZA,article-7ZA,has_sub_provision,provision,article-7ZA-4,4
provision,article-7ZA-4,article-7ZA-4,has_sub_provision,provision,article-7ZA-4-a,a
provision,article-7ZA-4,article-7ZA-4,has_sub_provision,provision,article-7ZA-4-b,b
provision,article-7ZA,article-7ZA,has_sub_provision,provision,article-7ZA-5,5
provision,article-7ZA-5,article-7ZA-5,has_sub_provision,provision,article-7ZA-5-a,a
provision,article-7ZA-5,article-7ZA-5,has_sub_provision,provision,article-7ZA-5-b,b
provision,article-7ZA,article-7ZA,has_sub_provision,provision,article-7ZA-6,6
provision,article-7ZA-6,article-7ZA-6,has_sub_provision,provision,article-7ZA-6-a,a
provision,article-7ZA-6,article-7ZA-6,has_sub_provision,provision,article-7ZA-6-b,b
provision,article-7ZA,article-7ZA,has_sub_provision,provision,article-7ZA-7,7
provision,article-7ZA,article-7ZA,has_sub_provision,provision,article-7ZA-8,8
provision,article-7ZA,article-7ZA,has_sub_provision,provision,article-7ZA-9,9
schedule,,,has_provision,provision,article-7A,7A
provision,article-7A,article-7A,has_sub_provision,provision,article-7A-1,1
provision,article-7A-1,article-7A-1,has_sub_provision,provision,article-7A-1-a,a
provision,article-7A-1,article-7A-1,has_sub_provision,provision,article-7A-1-b,b
provision,article-7A-1,article-7A-1,has_sub_provision,provision,article-7A-1-c,c
provision,article-7A,article-7A,has_sub_provision,provision,article-7A-2,2
provision,article-7A-2,article-7A-2,has_sub_provision,provision,article-7A-2-a,a
provision,article-7A-2,article-7A-2,has_sub_provision,provision,article-7A-2-b,b
provision,article-7A-2,article-7A-2,has_sub_provision,provision,article-7A-2-c,c
provision,article-7A,article-7A,has_sub_provision,provision,article-7A-3,3
provision,article-7A,article-7A,has_sub_provision,provision,article-7A-4,4
schedule,,,has_provision,provision,article-8,8
provision,article-8,article-8,has_sub_provision,provision,article-8-1,1
provision,article-8,article-8,has_sub_provision,provision,article-8-2,2
provision,article-8,article-8,has_sub_provision,provision,article-8-3,3
provision,article-8,article-8,has_sub_provision,provision,article-8-4,4
legislation,uksi/2015/596,GPDO 2015,has_schedule,schedule,SCHEDULE 1,SCHEDULE 1 - 
schedule,SCHEDULE 1,SCHEDULE 1,has_part,part,PART 1,PART 1 - Article 2(3) land
part,PART 1,PART 1,has_provision,provision,schedule-1-paragraph-1,1
schedule,SCHEDULE 1,SCHEDULE 1,has_part,part,PART 2,PART 2 - Article 2(4) land
part,PART 2,PART 2,has_provision,provision,schedule-1-paragraph-2,2
provision,schedule-1-paragraph-2,schedule-1-paragraph-2,has_sub_provision,provision,schedule-1-paragraph-2-1,1
provision,schedule-1-paragraph-2-1,schedule-1-paragraph-2-1,has_sub_provision,provision,schedule-1-paragraph-2-1-a,a
provision,schedule-1-paragraph-2-1,schedule-1-paragraph-2-1,has_sub_provision,provision,schedule-1-paragraph-2-1-b,b
provision,schedule-1-paragraph-2-1,schedule-1-paragraph-2-1,has_sub_provision,provision,schedule-1-paragraph-2-1-c,c
provision,schedule-1-paragraph-2,schedule-1-paragraph-2,has_sub_provision,provision,schedule-1-paragraph-2-2,2
provision,schedule-1-paragraph-2-2,schedule-1-paragraph-2-2,has_sub_provision,provision,schedule-1-paragraph-2-2-a,a
provision,schedule-1-paragraph-2-2,schedule-1-paragraph-2-2,has_sub_provision,provision,schedule-1-paragraph-2-2-b,b
provision,schedule-1-paragraph-2-2,schedule-1-paragraph-2-2,has_sub_provision,provision,schedule-1-paragraph-2-2-c,c
provision,schedule-1-paragraph-2-2,schedule-1-paragraph-2-2,has_sub_provision,provision,schedule-1-paragraph-2-2-d,d
provision,schedule-1-paragraph-2-2,schedule-1-paragraph-2-2,has_sub_provision,provision,schedule-1-paragraph-2-2-e,e
provision,schedule-1-paragraph-2-2,schedule-1-paragraph-2-2,has_sub_provision,provision,schedule-1-paragraph-2-2-f,f
schedule,SCHEDULE 1,SCHEDULE 1,has_part,part,PART 3,PART 3 - Article 2(5) land
part,PART 3,PART 3,has_provision,provision,schedule-1-paragraph-3,3
part,PART 3,PART 3,has_provision,provision,schedule-1-paragraph-4,4
legislation,uksi/2015/596,GPDO 2015,has_schedule,schedule,SCHEDULE 2,SCHEDULE 2 - Permitted development rights
schedule,SCHEDULE 2,SCHEDULE 2,has_part,part,PART 1,PART 1 - Development within the curtilage of a dwellinghouse
part,PART 1,PART 1,has_class,class_block,"Class A – enlargement, improvement or other alteration of a dwellinghouse","Class A – enlargement, improvement or other alteration of a dwellinghouse"
class_block,"Class A – enlargement, improvement or other alteration of a dwellinghouse","Class A – enlargement, improvement or other alteration of a dwellinghouse",has_provision,provision,schedule-2-part-1-crossheading-class-a-enlargement-improvement-or-other-alteration-of-a-dwellinghouse_paragraph-A,A
class_block,"Class A – enlargement, improvement or other alteration of a dwellinghouse","Class A – enlargement, improvement or other alteration of a dwellinghouse",has_provision,provision,schedule-2-part-1-crossheading-class-a-enlargement-improvement-or-other-alteration-of-a-dwellinghouse_paragraph-A.1,A
class_block,"Class A – enlargement, improvement or other alteration of a dwellinghouse","Class A – enlargement, improvement or other alteration of a dwellinghouse",has_provision,provision,schedule-2-part-1-crossheading-class-a-enlargement-improvement-or-other-alteration-of-a-dwellinghouse_paragraph-A.2,A
class_block,"Class A – enlargement, improvement or other alteration of a dwellinghouse","Class A – enlargement, improvement or other alteration of a dwellinghouse",has_provision,provision,schedule-2-part-1-crossheading-class-a-enlargement-improvement-or-other-alteration-of-a-dwellinghouse_paragraph-A.3,A
class_block,"Class A – enlargement, improvement or other alteration of a dwellinghouse","Class A – enlargement, improvement or other alteration of a dwellinghouse",has_provision,provision,schedule-2-part-1-crossheading-class-a-enlargement-improvement-or-other-alteration-of-a-dwellinghouse_paragraph-A.4,A
provision,schedule-2-part-1-crossheading-class-a-enlargement-improvement-or-other-alteration-of-a-dwellinghouse_paragraph-A.4,schedule-2-part-1-crossheading-class-a-enlargement-improvement-or-other-alteration-of-a-dwellinghouse_paragraph-A.4,has_sub_provision,provision,schedule-2-part-1-crossheading-class-a-enlargement-improvement-or-other-alteration-of-a-dwellinghouse_paragraph-A.4-1,1
provision,schedule-2-part-1-crossheading-class-a-enlargement-improvement-or-other-alteration-of-a-dwellinghouse_paragraph-A.4,schedule-2-part-1-crossheading-class-a-enlargement-improvement-or-other-alteration-of-a-dwellinghouse_paragraph-A.4,has_sub_provision,provision,schedule-2-part-1-crossheading-class-a-enlargement-improvement-or-other-alteration-of-a-dwellinghouse_paragraph-A.4-2,2
provision,schedule-2-part-1-crossheading-class-a-enlargement-improvement-or-other-alteration-of-a-dwellinghouse_paragraph-A.4-2,schedule-2-part-1-crossheading-class-a-enlargement-improvement-or-other-alteration-of-a-dwellinghouse_paragraph-A.4-2,has_sub_provision,provision,schedule-2-part-1-crossheading-class-a-enlargement-improvement-or-other-alteration-of-a-dwellinghouse_paragraph-A.4-2-a,a
provision,schedule-2-part-1-crossheading-class-a-enlargement-improvement-or-other-alteration-of-a-dwellinghouse_paragraph-A.4-2-a,schedule-2-part-1-crossheading-class-a-enlargement-improvement-or-other-alteration-of-a-dwellinghouse_paragraph-A.4-2-a,has_sub_provision,provision,schedule-2-part-1-crossheading-class-a-enlargement-improvement-or-other-alteration-of-a-dwellinghouse_paragraph-A.4-2-a-i,i
provision,schedule-2-part-1-crossheading-class-a-enlargement-improvement-or-other-alteration-of-a-dwellinghouse_paragraph-A.4-2-a,schedule-2-part-1-crossheading-class-a-enlargement-improvement-or-other-alteration-of-a-dwellinghouse_paragraph-A.4-2-a,has_sub_provision,provision,schedule-2-part-1-crossheading-class-a-enlargement-improvement-or-other-alteration-of-a-dwellinghouse_paragraph-A.4-2-a-ii,ii
provision,schedule-2-part-1-crossheading-class-a-enlargement-improvement-or-other-alteration-of-a-dwellinghouse_paragraph-A.4-2-a,schedule-2-part-1-crossheading-class-a-enlargement-improvement-or-other-alteration-of-a-dwellinghouse_paragraph-A.4-2-a,has_sub_provision,provision,schedule-2-part-1-crossheading-class-a-enlargement-improvement-or-other-alteration-of-a-dwellinghouse_paragraph-A.4-2-a-iii,iii
provision,schedule-2-part-1-crossheading-class-a-enlargement-improvement-or-other-alteration-of-a-dwellinghouse_paragraph-A.4-2-a,schedule-2-part-1-crossheading-class-a-enlargement-improvement-or-other-alteration-of-a-dwellinghouse_paragraph-A.4-2-a,has_sub_provision,provision,schedule-2-part-1-crossheading-class-a-enlargement-improvement-or-other-alteration-of-a-dwellinghouse_paragraph-A.4-2-a-iv,iv
provision,schedule-2-part-1-crossheading-class-a-enlargement-improvement-or-other-alteration-of-a-dwellinghouse_paragraph-A.4-2,schedule-2-part-1-crossheading-class-a-enlargement-improvement-or-other-alteration-of-a-dwellinghouse_paragraph-A.4-2,has_sub_provision,provision,schedule-2-part-1-crossheading-class-a-enlargement-improvement-or-other-alteration-of-a-dwellinghouse_paragraph-A.4-2-b,b
provision,schedule-2-part-1-crossheading-class-a-enlargement-improvement-or-other-alteration-of-a-dwellinghouse_paragraph-A.4-2,schedule-2-part-1-crossheading-class-a-enlargement-improvement-or-other-alteration-of-a-dwellinghouse_paragraph-A.4-2,has_sub_provision,provision,schedule-2-part-1-crossheading-class-a-enlargement-improvement-or-other-alteration-of-a-dwellinghouse_paragraph-A.4-2-c,c
provision,schedule-2-part-1-crossheading-class-a-enlargement-improvement-or-other-alteration-of-a-dwellinghouse_paragraph-A.4-2,schedule-2-part-1-crossheading-class-a-enlargement-improvement-or-other-alteration-of-a-dwellinghouse_paragraph-A.4-2,has_sub_provision,provision,schedule-2-part-1-crossheading-class-a-enlargement-improvement-or-other-alteration-of-a-dwellinghouse_paragraph-A.4-2-d,d
provision,schedule-2-part-1-crossheading-class-a-enlargement-improvement-or-other-alteration-of-a-dwellinghouse_paragraph-A.4-2,schedule-2-part-1-crossheading-class-a-enlargement-improvement-or-other-alteration-of-a-dwellinghouse_paragraph-A.4-2,has_sub_provision,provision,schedule-2-part-1-crossheading-class-a-enlargement-improvement-or-other-alteration-of-a-dwellinghouse_paragraph-A.4-2-e,e
provision,schedule-2-part-1-crossheading-class-a-enlargement-improvement-or-other-alteration-of-a-dwellinghouse_paragraph-A.4,schedule-2-part-1-crossheading-class-a-enlargement-improvement-or-other-alteration-of-a-dwellinghouse_paragraph-A.4,has_sub_provision,provision,schedule-2-part-1-crossheading-class-a-enlargement-improvement-or-other-alteration-of-a-dwellinghouse_paragraph-A.4-3,3
provision,schedule-2-part-1-crossheading-class-a-enlargement-improvement-or-other-alteration-of-a-dwellinghouse_paragraph-A.4-3,schedule-2-part-1-crossheading-class-a-enlargement-improvement-or-other-alteration-of-a-dwellinghouse_paragraph-A.4-3,has_sub_provision,provision,schedule-2-part-1-crossheading-class-a-enlargement-improvement-or-other-alteration-of-a-dwellinghouse_paragraph-A.4-3-a,a
provision,schedule-2-part-1-crossheading-class-a-enlargement-improvement-or-other-alteration-of-a-dwellinghouse_paragraph-A.4-3,schedule-2-part-1-crossheading-class-a-enlargement-improvement-or-other-alteration-of-a-dwellinghouse_paragraph-A.4-3,has_sub_provision,provision,schedule-2-part-1-crossheading-class-a-enlargement-improvement-or-other-alteration-of-a-dwellinghouse_paragraph-A.4-3-b,b
provision,schedule-2-part-1-crossheading-class-a-enlargement-improvement-or-other-alteration-of-a-dwellinghouse_paragraph-A.4,schedule-2-part-1-crossheading-class-a-enlargement-improvement-or-other-alteration-of-a-dwellinghouse_paragraph-A.4,has_sub_provision,provision,schedule-2-part-1-crossheading-class-a-enlargement-improvement-or-other-alteration-of-a-dwellinghouse_paragraph-A.4-4,4
provision,schedule-2-part-1-crossheading-class-a-enlargement-improvement-or-other-alteration-of-a-dwellinghouse_paragraph-A.4,schedule-2-part-1-crossheading-class-a-enlargement-improvement-or-other-alteration-of-a-dwellinghouse_paragraph-A.4,has_sub_provision,provision,schedule-2-part-1-crossheading-class-a-enlargement-improvement-or-other-alteration-of-a-dwellinghouse_paragraph-A.4-5,5
provision,schedule-2-part-1-crossheading-class-a-enlargement-improvement-or-other-alteration-of-a-dwellinghouse_paragraph-A.4-5,schedule-2-part-1-crossheading-class-a-enlargement-improvement-or-other-alteration-of-a-dwellinghouse_paragraph-A.4-5,has_sub_provision,provision,schedule-2-part-1-crossheading-class-a-enlargement-improvement-or-other-alteration-of-a-dwellinghouse_paragraph-A.4-5-a,a
provision,schedule-2-part-1-crossheading-class-a-enlargement-improvement-or-other-alteration-of-a-dwellinghouse_paragraph-A.4-5,schedule-2-part-1-crossheading-class-a-enlargement-improvement-or-other-alteration-of-a-dwellinghouse_paragraph-A.4-5,has_sub_provision,provision,schedule-2-part-1-crossheading-class-a-enlargement-improvement-or-other-alteration-of-a-dwellinghouse_paragraph-A.4-5-b,b
provision,schedule-2-part-1-crossheading-class-a-enlargement-improvement-or-other-alteration-of-a-dwellinghouse_paragraph-A.4-5,schedule-2-part-1-crossheading-class-a-enlargement-improvement-or-other-alteration-of-a-dwellinghouse_paragraph-A.4-5,has_sub_provision,provision,schedule-2-part-1-crossheading-class-a-enlargement-improvement-or-other-alteration-of-a-dwellinghouse_paragraph-A.4-5-c,c
provision,schedule-2-part-1-crossheading-class-a-enlargement-improvement-or-other-alteration-of-a-dwellinghouse_paragraph-A.4-5,schedule-2-part-1-crossheading-class-a-enlargement-improvement-or-other-alteration-of-a-dwellinghouse_paragraph-A.4-5,has_sub_provision,provision,schedule-2-part-1-crossheading-class-a-enlargement-improvement-or-other-alteration-of-a-dwellinghouse_paragraph-A.4-5-d,d
provision,schedule-2-part-1-crossheading-class-a-enlargement-improvement-or-other-alteration-of-a-dwellinghouse_paragraph-A.4,schedule-2-part-1-crossheading-class-a-enlargement-improvement-or-other-alteration-of-a-dwellinghouse_paragraph-A.4,has_sub_provision,provision,schedule-2-part-1-crossheading-class-a-enlargement-improvement-or-other-alteration-of-a-dwellinghouse_paragraph-A.4-6,6
provision,schedule-2-part-1-crossheading-class-a-enlargement-improvement-or-other-alteration-of-a-dwellinghouse_paragraph-A.4,schedule-2-part-1-crossheading-class-a-enlargement-improvement-or-other-alteration-of-a-dwellinghouse_paragraph-A.4,has_sub_provision,provision,schedule-2-part-1-crossheading-class-a-enlargement-improvement-or-other-alteration-of-a-dwellinghouse_paragraph-A.4-7,7
provision,schedule-2-part-1-crossheading-class-a-enlargement-improvement-or-other-alteration-of-a-dwellinghouse_paragraph-A.4,schedule-2-part-1-crossheading-class-a-enlargement-improvement-or-other-alteration-of-a-dwellinghouse_paragraph-A.4,has_sub_provision,provision,schedule-2-part-1-crossheading-class-a-enlargement-improvement-or-other-alteration-of-a-dwellinghouse_paragraph-A.4-8,8
provision,schedule-2-part-1-crossheading-class-a-enlargement-improvement-or-other-alteration-of-a-dwellinghouse_paragraph-A.4,schedule-2-part-1-crossheading-class-a-enlargement-improvement-or-other-alteration-of-a-dwellinghouse_paragraph-A.4,has_sub_provision,provision,schedule-2-part-1-crossheading-class-a-enlargement-improvement-or-other-alteration-of-a-dwellinghouse_paragraph-A.4-9,9
provision,schedule-2-part-1-crossheading-class-a-enlargement-improvement-or-other-alteration-of-a-dwellinghouse_paragraph-A.4-9,schedule-2-part-1-crossheading-class-a-enlargement-improvement-or-other-alteration-of-a-dwellinghouse_paragraph-A.4-9,has_sub_provision,provision,schedule-2-part-1-crossheading-class-a-enlargement-improvement-or-other-alteration-of-a-dwellinghouse_paragraph-A.4-9-a,a
provision,schedule-2-part-1-crossheading-class-a-enlargement-improvement-or-other-alteration-of-a-dwellinghouse_paragraph-A.4-9,schedule-2-part-1-crossheading-class-a-enlargement-improvement-or-other-alteration-of-a-dwellinghouse_paragraph-A.4-9,has_sub_provision,provision,schedule-2-part-1-crossheading-class-a-enlargement-improvement-or-other-alteration-of-a-dwellinghouse_paragraph-A.4-9-b,b
provision,schedule-2-part-1-crossheading-class-a-enlargement-improvement-or-other-alteration-of-a-dwellinghouse_paragraph-A.4,schedule-2-part-1-crossheading-class-a-enlargement-improvement-or-other-alteration-of-a-dwellinghouse_paragraph-A.4,has_sub_provision,provision,schedule-2-part-1-crossheading-class-a-enlargement-improvement-or-other-alteration-of-a-dwellinghouse_paragraph-A.4-10,10
provision,schedule-2-part-1-crossheading-class-a-enlargement-improvement-or-other-alteration-of-a-dwellinghouse_paragraph-A.4-10,schedule-2-part-1-crossheading-class-a-enlargement-improvement-or-other-alteration-of-a-dwellinghouse_paragraph-A.4-10,has_sub_provision,provision,schedule-2-part-1-crossheading-class-a-enlargement-improvement-or-other-alteration-of-a-dwellinghouse_paragraph-A.4-10-a,a
provision,schedule-2-part-1-crossheading-class-a-enlargement-improvement-or-other-alteration-of-a-dwellinghouse_paragraph-A.4-10,schedule-2-part-1-crossheading-class-a-enlargement-improvement-or-other-alteration-of-a-dwellinghouse_paragraph-A.4-10,has_sub_provision,provision,schedule-2-part-1-crossheading-class-a-enlargement-improvement-or-other-alteration-of-a-dwellinghouse_paragraph-A.4-10-b,b
provision,schedule-2-part-1-crossheading-class-a-enlargement-improvement-or-other-alteration-of-a-dwellinghouse_paragraph-A.4-10,schedule-2-part-1-crossheading-class-a-enlargement-improvement-or-other-alteration-of-a-dwellinghouse_paragraph-A.4-10,has_sub_provision,provision,schedule-2-part-1-crossheading-class-a-enlargement-improvement-or-other-alteration-of-a-dwellinghouse_paragraph-A.4-10-c,c
provision,schedule-2-part-1-crossheading-class-a-enlargement-improvement-or-other-alteration-of-a-dwellinghouse_paragraph-A.4,schedule-2-part-1-crossheading-class-a-enlargement-improvement-or-other-alteration-of-a-dwellinghouse_paragraph-A.4,has_sub_provision,provision,schedule-2-part-1-crossheading-class-a-enlargement-improvement-or-other-alteration-of-a-dwellinghouse_paragraph-A.4-11,11
provision,schedule-2-part-1-crossheading-class-a-enlargement-improvement-or-other-alteration-of-a-dwellinghouse_paragraph-A.4-11,schedule-2-part-1-crossheading-class-a-enlargement-improvement-or-other-alteration-of-a-dwellinghouse_paragraph-A.4-11,has_sub_provision,provision,schedule-2-part-1-crossheading-class-a-enlargement-improvement-or-other-alteration-of-a-dwellinghouse_paragraph-A.4-11-a,a
provision,schedule-2-part-1-crossheading-class-a-enlargement-improvement-or-other-alteration-of-a-dwellinghouse_paragraph-A.4-11,schedule-2-part-1-crossheading-class-a-enlargement-improvement-or-other-alteration-of-a-dwellinghouse_paragraph-A.4-11,has_sub_provision,provision,schedule-2-part-1-crossheading-class-a-enlargement-improvement-or-other-alteration-of-a-dwellinghouse_paragraph-A.4-11-b,b
provision,schedule-2-part-1-crossheading-class-a-enlargement-improvement-or-other-alteration-of-a-dwellinghouse_paragraph-A.4,schedule-2-part-1-crossheading-class-a-enlargement-improvement-or-other-alteration-of-a-dwellinghouse_paragraph-A.4,has_sub_provision,provision,schedule-2-part-1-crossheading-class-a-enlargement-improvement-or-other-alteration-of-a-dwellinghouse_paragraph-A.4-12,12
provision,schedule-2-part-1-crossheading-class-a-enlargement-improvement-or-other-alteration-of-a-dwellinghouse_paragraph-A.4,schedule-2-part-1-crossheading-class-a-enlargement-improvement-or-other-alteration-of-a-dwellinghouse_paragraph-A.4,has_sub_provision,provision,schedule-2-part-1-crossheading-class-a-enlargement-improvement-or-other-alteration-of-a-dwellinghouse_paragraph-A.4-13,13
provision,schedule-2-part-1-crossheading-class-a-enlargement-improvement-or-other-alteration-of-a-dwellinghouse_paragraph-A.4,schedule-2-part-1-crossheading-class-a-enlargement-improvement-or-other-alteration-of-a-dwellinghouse_paragraph-A.4,has_sub_provision,provision,schedule-2-part-1-crossheading-class-a-enlargement-improvement-or-other-alteration-of-a-dwellinghouse_paragraph-A.4-14,14
provision,schedule-2-part-1-crossheading-class-a-enlargement-improvement-or-other-alteration-of-a-dwellinghouse_paragraph-A.4,schedule-2-part-1-crossheading-class-a-enlargement-improvement-or-other-alteration-of-a-dwellinghouse_paragraph-A.4,has_sub_provision,provision,schedule-2-part-1-crossheading-class-a-enlargement-improvement-or-other-alteration-of-a-dwellinghouse_paragraph-A.4-15,15
provision,schedule-2-part-1-crossheading-class-a-enlargement-improvement-or-other-alteration-of-a-dwellinghouse_paragraph-A.4,schedule-2-part-1-crossheading-class-a-enlargement-improvement-or-other-alteration-of-a-dwellinghouse_paragraph-A.4,has_sub_provision,provision,schedule-2-part-1-crossheading-class-a-enlargement-improvement-or-other-alteration-of-a-dwellinghouse_paragraph-A.4-16,16
part,PART 1,PART 1,has_class,class_block,Class AA - enlargement of a dwellinghouse by construction of additional storeys,Class AA - enlargement of a dwellinghouse by construction of additional storeys
class_block,Class AA - enlargement of a dwellinghouse by construction of additional storeys,Class AA - enlargement of a dwellinghouse by construction of additional storeys,has_provision,provision,schedule-2-part-1-crossheading-class-aa-enlargement-of-a-dwellinghouse-by-construction-of-additional-storeys_paragraph-AA,AA
class_block,Class AA - enlargement of a dwellinghouse by construction of additional storeys,Class AA - enlargement of a dwellinghouse by construction of additional storeys,has_provision,provision,schedule-2-part-1-crossheading-class-aa-enlargement-of-a-dwellinghouse-by-construction-of-additional-storeys_paragraph-AA.1,AA.1
