parent_type,parent_id,parent_label,relationship,child_type,child_id,child_label
provision,schedule-2-part-3-crossheading-class-n-specified-sui-generis-uses-to-dwellinghouses_paragraph-N.2,schedule-2-part-3-crossheading-class-n-specified-sui-generis-uses-to-dwellinghouses_paragraph-N.2,has_sub_provision,provision,schedule-2-part-3-crossheading-class-n-specified-sui-generis-uses-to-dwellinghouses_paragraph-N.2-1,1
provision,schedule-2-part-3-crossheading-class-n-specified-sui-generis-uses-to-dwellinghouses_paragraph-N.2,schedule-2-part-3-crossheading-class-n-specified-sui-generis-uses-to-dwellinghouses_paragraph-N.2,has_sub_provision,provision,schedule-2-part-3-crossheading-class-n-specified-sui-generis-uses-to-dwellinghouses_paragraph-N.2-2,2
provision,schedule-2-part-3-crossheading-class-n-specified-sui-generis-uses-to-dwellinghouses_paragraph-N.2,schedule-2-part-3-crossheading-class-n-specified-sui-generis-uses-to-dwellinghouses_paragraph-N.2,has_sub_provision,provision,schedule-2-part-3-crossheading-class-n-specified-sui-generis-uses-to-dwellinghouses_paragraph-N.2-3,3
part,PART 3,PART 3,has_class,class_block,Class O – offices to dwellinghouses,Class O – offices to dwellinghouses
class_block,Class O – offices to dwellinghouses,Class O – offices to dwellinghouses,has_provision,provision,schedule-2-part-3-crossheading-class-o-offices-to-dwellinghouses_paragraph-O,O
class_block,Class O – offices to dwellinghouses,Class O – offices to dwellinghouses,has_provision,provision,schedule-2-part-3-crossheading-class-o-offices-to-dwellinghouses_paragraph-O.1,O
class_block,Class O – offices to dwellinghouses,Class O – offices to dwellinghouses,has_provision,provision,schedule-2-part-3-crossheading-class-o-offices-to-dwellinghouses_paragraph-O.2,O
provision,schedule-2-part-3-crossheading-class-o-offices-to-dwellinghouses_paragraph-O.2,schedule-2-part-3-crossheading-class-o-offices-to-dwellinghouses_paragraph-O.2,has_sub_provision,provision,schedule-2-part-3-crossheading-class-o-offices-to-dwellinghouses_paragraph-O.2-1,1
provision,schedule-2-part-3-crossheading-class-o-offices-to-dwellinghouses_paragraph-O.2-1,schedule-2-part-3-crossheading-class-o-offices-to-dwellinghouses_paragraph-O.2-1,has_sub_provision,provision,schedule-2-part-3-crossheading-class-o-offices-to-dwellinghouses_paragraph-O.2-1-a,a
provision,schedule-2-part-3-crossheading-class-o-offices-to-dwellinghouses_paragraph-O.2-1,schedule-2-part-3-crossheading-class-o-offices-to-dwellinghouses_paragraph-O.2-1,has_sub_provision,provision,schedule-2-part-3-crossheading-class-o-offices-to-dwellinghouses_paragraph-O.2-1-b,b
provision,schedule-2-part-3-crossheading-class-o-offices-to-dwellinghouses_paragraph-O.2-1,schedule-2-part-3-crossheading-class-o-offices-to-dwellinghouses_paragraph-O.2-1,has_sub_provision,provision,schedule-2-part-3-crossheading-class-o-offices-to-dwellinghouses_paragraph-O.2-1-c,c
provision,schedule-2-part-3-crossheading-class-o-offices-to-dwellinghouses_paragraph-O.2-1,schedule-2-part-3-crossheading-class-o-offices-to-dwellinghouses_paragraph-O.2-1,has_sub_provision,provision,schedule-2-part-3-crossheading-class-o-offices-to-dwellinghouses_paragraph-O.2-1-d,d
provision,schedule-2-part-3-crossheading-class-o-offices-to-dwellinghouses_paragraph-O.2-1,schedule-2-part-3-crossheading-class-o-offices-to-dwellinghouses_paragraph-O.2-1,has_sub_provision,provision,schedule-2-paragraph-O.2-1-e,e
provision,schedule-2-part-3-crossheading-class-o-offices-to-dwellinghouses_paragraph-O.2,schedule-2-part-3-crossheading-class-o-offices-to-dwellinghouses_paragraph-O.2,has_sub_provision,provision,schedule-2-part-3-crossheading-class-o-offices-to-dwellinghouses_paragraph-O.2-2,2
provision,schedule-2-part-3-crossheading-class-o-offices-to-dwellinghouses_paragraph-O.2-2,schedule-2-part-3-crossheading-class-o-offices-to-dwellinghouses_paragraph-O.2-2,has_sub_provision,provision,schedule-2-paragraph-O.2-2-a,a
provision,schedule-2-part-3-crossheading-class-o-offices-to-dwellinghouses_paragraph-O.2-2,schedule-2-part-3-crossheading-class-o-offices-to-dwellinghouses_paragraph-O.2-2,has_sub_provision,provision,schedule-2-paragraph-O.2-2-b,b
class_block,Class O – offices to dwellinghouses,Class O – offices to dwellinghouses,has_provision,provision,schedule-2-part-3-crossheading-class-o-offices-to-dwellinghouses_paragraph-O.3,O.3
part,PART 3,PART 3,has_class,class_block,Class P – storage or distribution centre to dwellinghouses,Class P – storage or distribution centre to dwellinghouses
class_block,Class P – storage or distribution centre to dwellinghouses,Class P – storage or distribution centre to dwellinghouses,has_provision,provision,schedule-2-part-3-crossheading-class-p-storage-or-distribution-centre-to-dwellinghouses_paragraph-P,P
class_block,Class P – storage or distribution centre to dwellinghouses,Class P – storage or distribution centre to dwellinghouses,has_provision,provision,schedule-2-part-3-crossheading-class-p-storage-or-distribution-centre-to-dwellinghouses_paragraph-P.1,P
class_block,Class P – storage or distribution centre to dwellinghouses,Class P – storage or distribution centre to dwellinghouses,has_provision,provision,schedule-2-part-3-crossheading-class-p-storage-or-distribution-centre-to-dwellinghouses_paragraph-P.2,P
class_block,Class P – storage or distribution centre to dwellinghouses,Class P – storage or distribution centre to dwellinghouses,has_provision,provision,schedule-2-part-3-crossheading-class-p-storage-or-distribution-centre-to-dwellinghouses_paragraph-P.3,P
part,PART 3,PART 3,has_class,class_block,Class PA – premises in light industrial use to dwellinghouses,Class PA – premises in light industrial use to dwellinghouses
class_block,Class PA – premises in light industrial use to dwellinghouses,Class PA – premises in light industrial use to dwellinghouses,has_provision,provision,schedule-2-part-3-crossheading-class-pa-premises-in-light-industrial-use-to-dwellinghouses_paragraph-PA,PA
class_block,Class PA – premises in light industrial use to dwellinghouses,Class PA – premises in light industrial use to dwellinghouses,has_provision,provision,schedule-2-part-3-crossheading-class-pa-premises-in-light-industrial-use-to-dwellinghouses_paragraph-PA.1,PA.1
class_block,Class PA – premises in light industrial use to dwellinghouses,Class PA – premises in light industrial use to dwellinghouses,has_provision,provision,schedule-2-part-3-crossheading-class-pa-premises-in-light-industrial-use-to-dwellinghouses_paragraph-PA.2,PA.2
provision,schedule-2-part-3-crossheading-class-pa-premises-in-light-industrial-use-to-dwellinghouses_paragraph-PA.2,schedule-2-part-3-crossheading-class-pa-premises-in-light-industrial-use-to-dwellinghouses_paragraph-PA.2,has_sub_provision,provision,schedule-2-part-3-crossheading-class-pa-premises-in-light-industrial-use-to-dwellinghouses_paragraph-PA.2-1,1
provision,schedule-2-part-3-crossheading-class-pa-premises-in-light-industrial-use-to-dwellinghouses_paragraph-PA.2-1,schedule-2-part-3-crossheading-class-pa-premises-in-light-industrial-use-to-dwellinghouses_paragraph-PA.2-1,has_sub_provision,provision,schedule-2-part-3-crossheading-class-pa-premises-in-light-industrial-use-to-dwellinghouses_paragraph-PA.2-1-a,a
provision,schedule-2-part-3-crossheading-class-pa-premises-in-light-industrial-use-to-dwellinghouses_paragraph-PA.2-1,schedule-2-part-3-crossheading-class-pa-premises-in-light-industrial-use-to-dwellinghouses_paragraph-PA.2-1,has_sub_provision,provision,schedule-2-part-3-crossheading-class-pa-premises-in-light-industrial-use-to-dwellinghouses_paragraph-PA.2-1-b,b
provision,schedule-2-part-3-crossheading-class-pa-premises-in-light-industrial-use-to-dwellinghouses_paragraph-PA.2-1-b,schedule-2-part-3-crossheading-class-pa-premises-in-light-industrial-use-to-dwellinghouses_paragraph-PA.2-1-b,has_sub_provision,provision,schedule-2-part-3-crossheading-class-pa-premises-in-light-industrial-use-to-dwellinghouses_paragraph-PA.2-1-b-i,i
provision,schedule-2-part-3-crossheading-class-pa-premises-in-light-industrial-use-to-dwellinghouses_paragraph-PA.2-1-b,schedule-2-part-3-crossheading-class-pa-premises-in-light-industrial-use-to-dwellinghouses_paragraph-PA.2-1-b,has_sub_provision,provision,schedule-2-part-3-crossheading-class-pa-premises-in-light-industrial-use-to-dwellinghouses_paragraph-PA.2-1-b-ii,ii
provision,schedule-2-part-3-crossheading-class-pa-premises-in-light-industrial-use-to-dwellinghouses_paragraph-PA.2-1-b,schedule-2-part-3-crossheading-class-pa-premises-in-light-industrial-use-to-dwellinghouses_paragraph-PA.2-1-b,has_sub_provision,provision,schedule-2-part-3-crossheading-class-pa-premises-in-light-industrial-use-to-dwellinghouses_paragraph-PA.2-1-b-iii,iii
provision,schedule-2-part-3-crossheading-class-pa-premises-in-light-industrial-use-to-dwellinghouses_paragraph-PA.2-1-b,schedule-2-part-3-crossheading-class-pa-premises-in-light-industrial-use-to-dwellinghouses_paragraph-PA.2-1-b,has_sub_provision,provision,schedule-2-part-3-crossheading-class-pa-premises-in-light-industrial-use-to-dwellinghouses_paragraph-PA.2-1-b-iv,iv
provision,schedule-2-part-3-crossheading-class-pa-premises-in-light-industrial-use-to-dwellinghouses_paragraph-PA.2-1-b,schedule-2-part-3-crossheading-class-pa-premises-in-light-industrial-use-to-dwellinghouses_paragraph-PA.2-1-b,has_sub_provision,provision,schedule-2-paragraph-PA.2-1-b-v,v
provision,schedule-2-part-3-crossheading-class-pa-premises-in-light-industrial-use-to-dwellinghouses_paragraph-PA.2,schedule-2-part-3-crossheading-class-pa-premises-in-light-industrial-use-to-dwellinghouses_paragraph-PA.2,has_sub_provision,provision,schedule-2-part-3-crossheading-class-pa-premises-in-light-industrial-use-to-dwellinghouses_paragraph-PA.2-2,2
class_block,Class PA – premises in light industrial use to dwellinghouses,Class PA – premises in light industrial use to dwellinghouses,has_provision,provision,schedule-2-part-3-crossheading-class-pa-premises-in-light-industrial-use-to-dwellinghouses_paragraph-PA.3,PA.3
part,PART 3,PART 3,has_class,class_block,Class Q — buildings on agricultural units and former agricultural buildings to dwellinghouses,Class Q — buildings on agricultural units and former agricultural buildings to dwellinghouses
class_block,Class Q — buildings on agricultural units and former agricultural buildings to dwellinghouses,Class Q — buildings on agricultural units and former agricultural buildings to dwellinghouses,has_provision,provision,schedule-2-paragraph-Q,Q
class_block,Class Q — buildings on agricultural units and former agricultural buildings to dwellinghouses,Class Q — buildings on agricultural units and former agricultural buildings to dwellinghouses,has_provision,provision,schedule-2-paragraph-Q1,Q1
class_block,Class Q — buildings on agricultural units and former agricultural buildings to dwellinghouses,Class Q — buildings on agricultural units and former agricultural buildings to dwellinghouses,has_provision,provision,schedule-2-paragraph-Q2,Q2
provision,schedule-2-paragraph-Q2,schedule-2-paragraph-Q2,has_sub_provision,provision,schedule-2-paragraph-Q2-1,1
provision,schedule-2-paragraph-Q2-1,schedule-2-paragraph-Q2-1,has_sub_provision,provision,schedule-2-paragraph-Q2-1-a,a
provision,schedule-2-paragraph-Q2-1,schedule-2-paragraph-Q2-1,has_sub_provision,provision,schedule-2-paragraph-Q2-1-b,b
provision,schedule-2-paragraph-Q2-1,schedule-2-paragraph-Q2-1,has_sub_provision,provision,schedule-2-paragraph-Q2-1-c,c
provision,schedule-2-paragraph-Q2-1,schedule-2-paragraph-Q2-1,has_sub_provision,provision,schedule-2-paragraph-Q2-1-d,d
provision,schedule-2-paragraph-Q2-1,schedule-2-paragraph-Q2-1,has_sub_provision,provision,schedule-2-paragraph-Q2-1-e,e
provision,schedule-2-paragraph-Q2-1,schedule-2-paragraph-Q2-1,has_sub_provision,provision,schedule-2-paragraph-Q2-1-f,f
provision,schedule-2-paragraph-Q2-1,schedule-2-paragraph-Q2-1,has_sub_provision,provision,schedule-2-paragraph-Q2-1-g,g
provision,schedule-2-paragraph-Q2,schedule-2-paragraph-Q2,has_sub_provision,provision,schedule-2-paragraph-Q2-2,2
provision,schedule-2-paragraph-Q2,schedule-2-paragraph-Q2,has_sub_provision,provision,schedule-2-paragraph-Q2-3,3
provision,schedule-2-paragraph-Q2,schedule-2-paragraph-Q2,has_sub_provision,provision,schedule-2-paragraph-Q2-4,4
class_block,Class Q — buildings on agricultural units and former agricultural buildings to dwellinghouses,Class Q — buildings on agricultural units and former agricultural buildings to dwellinghouses,has_provision,provision,schedule-2-paragraph-Q3,Q3
provision,schedule-2-paragraph-Q3,schedule-2-paragraph-Q3,has_sub_provision,provision,schedule-2-paragraph-Q3-1,1
provision,schedule-2-paragraph-Q3-1,schedule-2-paragraph-Q3-1,has_sub_provision,provision,schedule-2-paragraph-Q3-1-a,a
provision,schedule-2-paragraph-Q3-1,schedule-2-paragraph-Q3-1,has_sub_provision,provision,schedule-2-paragraph-Q3-1-b,b
provision,schedule-2-paragraph-Q3,schedule-2-paragraph-Q3,has_sub_provision,provision,schedule-2-paragraph-Q3-2,2
provision,schedule-2-paragraph-Q3-2,schedule-2-paragraph-Q3-2,has_sub_provision,provision,schedule-2-paragraph-Q3-2-a,a
provision,schedule-2-paragraph-Q3-2,schedule-2-paragraph-Q3-2,has_sub_provision,provision,schedule-2-paragraph-Q3-2-b,b
provision,schedule-2-paragraph-Q3-2,schedule-2-paragraph-Q3-2,has_sub_provision,provision,schedule-2-paragraph-Q3-2-c,c
part,PART 3,PART 3,has_class,class_block,Class R – agricultural buildings to a flexible commercial use,Class R – agricultural buildings to a flexible commercial use
class_block,Class R – agricultural buildings to a flexible commercial use,Class R – agricultural buildings to a flexible commercial use,has_provision,provision,schedule-2-paragraph-R,R
class_block,Class R – agricultural buildings to a flexible commercial use,Class R – agricultural buildings to a flexible commercial use,has_provision,provision,schedule-2-part-3-crossheading-class-r-agricultural-buildings-to-a-flexible-commercial-use_paragraph-R.1,R
class_block,Class R – agricultural buildings to a flexible commercial use,Class R – agricultural buildings to a flexible commercial use,has_provision,provision,schedule-2-part-3-crossheading-class-r-agricultural-buildings-to-a-flexible-commercial-use_paragraph-R.2,R
class_block,Class R – agricultural buildings to a flexible commercial use,Class R – agricultural buildings to a flexible commercial use,has_provision,provision,schedule-2-part-3-crossheading-class-r-agricultural-buildings-to-a-flexible-commercial-use_paragraph-R.3,R
provision,schedule-2-part-3-crossheading-class-r-agricultural-buildings-to-a-flexible-commercial-use_paragraph-R.3,schedule-2-part-3-crossheading-class-r-agricultural-buildings-to-a-flexible-commercial-use_paragraph-R.3,has_sub_provision,provision,schedule-2-part-3-crossheading-class-r-agricultural-buildings-to-a-flexible-commercial-use_paragraph-R.3-1,1
provision,schedule-2-part-3-crossheading-class-r-agricultural-buildings-to-a-flexible-commercial-use_paragraph-R.3,schedule-2-part-3-crossheading-class-r-agricultural-buildings-to-a-flexible-commercial-use_paragraph-R.3,has_sub_provision,provision,schedule-2-part-3-crossheading-class-r-agricultural-buildings-to-a-flexible-commercial-use_paragraph-R.3-2,2
provision,schedule-2-part-3-crossheading-class-r-agricultural-buildings-to-a-flexible-commercial-use_paragraph-R.3,schedule-2-part-3-crossheading-class-r-agricultural-buildings-to-a-flexible-commercial-use_paragraph-R.3,has_sub_provision,provision,schedule-2-part-3-crossheading-class-r-agricultural-buildings-to-a-flexible-commercial-use_paragraph-R.3-3,3
provision,schedule-2-part-3-crossheading-class-r-agricultural-buildings-to-a-flexible-commercial-use_paragraph-R.3,schedule-2-part-3-crossheading-class-r-agricultural-buildings-to-a-flexible-commercial-use_paragraph-R.3,has_sub_provision,provision,schedule-2-part-3-crossheading-class-r-agricultural-buildings-to-a-flexible-commercial-use_paragraph-R.3-4,4
class_block,Class R – agricultural buildings to a flexible commercial use,Class R – agricultural buildings to a flexible commercial use,has_provision,provision,schedule-2-part-3-crossheading-class-r-agricultural-buildings-to-a-flexible-commercial-use_paragraph-R.4,R
part,PART 3,PART 3,has_class,class_block,Class S – agricultural buildings to state-funded school ...,Class S – agricultural buildings to state-funded school ...
class_block,Class S – agricultural buildings to state-funded school ...,Class S – agricultural buildings to state-funded school ...,has_provision,provision,schedule-2-part-3-crossheading-class-s-agricultural-buildings-to-statefunded-school-or-registered-nursery_paragraph-S,S
class_block,Class S – agricultural buildings to state-funded school ...,Class S – agricultural buildings to state-funded school ...,has_provision,provision,schedule-2-part-3-crossheading-class-s-agricultural-buildings-to-statefunded-school-or-registered-nursery_paragraph-S.1,S
class_block,Class S – agricultural buildings to state-funded school ...,Class S – agricultural buildings to state-funded school ...,has_provision,provision,schedule-2-part-3-crossheading-class-s-agricultural-buildings-to-statefunded-school-or-registered-nursery_paragraph-S.2,S
provision,schedule-2-part-3-crossheading-class-s-agricultural-buildings-to-statefunded-school-or-registered-nursery_paragraph-S.2,schedule-2-part-3-crossheading-class-s-agricultural-buildings-to-statefunded-school-or-registered-nursery_paragraph-S.2,has_sub_provision,provision,schedule-2-part-3-crossheading-class-s-agricultural-buildings-to-statefunded-school-or-registered-nursery_paragraph-S.2-1,1
provision,schedule-2-part-3-crossheading-class-s-agricultural-buildings-to-statefunded-school-or-registered-nursery_paragraph-S.2,schedule-2-part-3-crossheading-class-s-agricultural-buildings-to-statefunded-school-or-registered-nursery_paragraph-S.2,has_sub_provision,provision,schedule-2-part-3-crossheading-class-s-agricultural-buildings-to-statefunded-school-or-registered-nursery_paragraph-S.2-2,2
provision,schedule-2-part-3-crossheading-class-s-agricultural-buildings-to-statefunded-school-or-registered-nursery_paragraph-S.2,schedule-2-part-3-crossheading-class-s-agricultural-buildings-to-statefunded-school-or-registered-nursery_paragraph-S.2,has_sub_provision,provision,schedule-2-part-3-crossheading-class-s-agricultural-buildings-to-statefunded-school-or-registered-nursery_paragraph-S.2-3,3
provision,schedule-2-part-3-crossheading-class-s-agricultural-buildings-to-statefunded-school-or-registered-nursery_paragraph-S.2,schedule-2-part-3-crossheading-class-s-agricultural-buildings-to-statefunded-school-or-registered-nursery_paragraph-S.2,has_sub_provision,provision,schedule-2-part-3-crossheading-class-s-agricultural-buildings-to-statefunded-school-or-registered-nursery_paragraph-S.2-4,4
part,PART 3,PART 3,has_class,class_block,"Class T – commercial, business and service, hotels etc to state-funded schools","Class T – commercial, business and service, hotels etc to state-funded schools"
class_block,"Class T – commercial, business and service, hotels etc to state-funded schools","Class T – commercial, business and service, hotels etc to state-funded schools",has_provision,provision,schedule-2-paragraph-T,T
class_block,"Class T – commercial, business and service, hotels etc to state-funded schools","Class T – commercial, business and service, hotels etc to state-funded schools",has_provision,provision,schedule-2-part-3-crossheading-class-t-business-hotels-etc-to-statefunded-schools-or-registered-nursery_paragraph-T.1,T
class_block,"Class T – commercial, business and service, hotels etc to state-funded schools","Class T – commercial, business and service, hotels etc to state-funded schools",has_provision,provision,schedule-2-part-3-crossheading-class-t-business-hotels-etc-to-statefunded-schools-or-registered-nursery_paragraph-T.2,T
provision,schedule-2-part-3-crossheading-class-t-business-hotels-etc-to-statefunded-schools-or-registered-nursery_paragraph-T.2,schedule-2-part-3-crossheading-class-t-business-hotels-etc-to-statefunded-schools-or-registered-nursery_paragraph-T.2,has_sub_provision,provision,schedule-2-part-3-crossheading-class-t-business-hotels-etc-to-statefunded-schools-or-registered-nursery_paragraph-T.2-1,1
provision,schedule-2-part-3-crossheading-class-t-business-hotels-etc-to-statefunded-schools-or-registered-nursery_paragraph-T.2,schedule-2-part-3-crossheading-class-t-business-hotels-etc-to-statefunded-schools-or-registered-nursery_paragraph-T.2,has_sub_provision,provision,schedule-2-part-3-crossheading-class-t-business-hotels-etc-to-statefunded-schools-or-registered-nursery_paragraph-T.2-2,2
provision,schedule-2-part-3-crossheading-class-t-business-hotels-etc-to-statefunded-schools-or-registered-nursery_paragraph-T.2,schedule-2-part-3-crossheading-class-t-business-hotels-etc-to-statefunded-schools-or-registered-nursery_paragraph-T.2,has_sub_provision,provision,schedule-2-part-3-crossheading-class-t-business-hotels-etc-to-statefunded-schools-or-registered-nursery_paragraph-T.2-3,3
provision,schedule-2-part-3-crossheading-class-t-business-hotels-etc-to-statefunded-schools-or-registered-nursery_paragraph-T.2,schedule-2-part-3-crossheading-class-t-business-hotels-etc-to-statefunded-schools-or-registered-nursery_paragraph-T.2,has_sub_provision,provision,schedule-2-part-3-crossheading-class-t-business-hotels-etc-to-statefunded-schools-or-registered-nursery_paragraph-T.2-4,4
part,PART 3,PART 3,has_class,class_block,Class U – return to previous use from converted state-funded school or registered nursery,Class U – return to previous use from converted state-funded school or registered nursery
class_block,Class U – return to previous use from converted state-funded school or registered nursery,Class U – return to previous use from converted state-funded school or registered nursery,has_provision,provision,schedule-2-part-3-crossheading-class-u-return-to-previous-use-from-converted-statefunded-school-or-registered-nursery_paragraph-U,U
part,PART 3,PART 3,has_class,class_block,Class V – changes of use permitted under a permission granted on an application,Class V – changes of use permitted under a permission granted on an application
class_block,Class V – changes of use permitted under a permission granted on an application,Class V – changes of use permitted under a permission granted on an application,has_provision,provision,schedule-2-part-3-crossheading-class-v-changes-of-use-permitted-under-a-permission-granted-on-an-application_paragraph-V,V
class_block,Class V – changes of use permitted under a permission granted on an application,Class V – changes of use permitted under a permission granted on an application,has_provision,provision,schedule-2-part-3-crossheading-class-v-changes-of-use-permitted-under-a-permission-granted-on-an-application_paragraph-V.1,V
class_block,Class V – changes of use permitted under a permission granted on an application,Class V – changes of use permitted under a permission granted on an application,has_provision,provision,schedule-2-part-3-crossheading-class-v-changes-of-use-permitted-under-a-permission-granted-on-an-application_paragraph-W,W
provision,schedule-2-part-3-crossheading-class-v-changes-of-use-permitted-under-a-permission-granted-on-an-application_paragraph-W,schedule-2-part-3-crossheading-class-v-changes-of-use-permitted-under-a-permission-granted-on-an-application_paragraph-W,has_sub_provision,provision,schedule-2-part-3-crossheading-class-v-changes-of-use-permitted-under-a-permission-granted-on-an-application_paragraph-W-1,1
provision,schedule-2-part-3-crossheading-class-v-changes-of-use-permitted-under-a-permission-granted-on-an-application_paragraph-W,schedule-2-part-3-crossheading-class-v-changes-of-use-permitted-under-a-permission-granted-on-an-application_paragraph-W,has_sub_provision,provision,schedule-2-part-3-crossheading-class-v-changes-of-use-permitted-under-a-permission-granted-on-an-application_paragraph-W-2,2
provision,schedule-2-part-3-crossheading-class-v-changes-of-use-permitted-under-a-permission-granted-on-an-application_paragraph-W-2,schedule-2-part-3-crossheading-class-v-changes-of-use-permitted-under-a-permission-granted-on-an-application_paragraph-W-2,has_sub_provision,provision,schedule-2-part-3-crossheading-class-v-changes-of-use-permitted-under-a-permission-granted-on-an-application_paragraph-W-2-a,a
provision,schedule-2-part-3-crossheading-class-v-changes-of-use-permitted-under-a-permission-granted-on-an-application_paragraph-W-2,schedule-2-part-3-crossheading-class-v-changes-of-use-permitted-under-a-permission-granted-on-an-application_paragraph-W-2,has_sub_provision,provision,schedule-2-part-3-crossheading-class-v-changes-of-use-permitted-under-a-permission-granted-on-an-application_paragraph-W-2-b,b
provision,schedule-2-part-3-crossheading-class-v-changes-of-use-permitted-under-a-permission-granted-on-an-application_paragraph-W-2,schedule-2-part-3-crossheading-class-v-changes-of-use-permitted-under-a-permission-granted-on-an-application_paragraph-W-2,has_sub_provision,provision,schedule-2-part-3-crossheading-class-v-changes-of-use-permitted-under-a-permission-granted-on-an-application_paragraph-W-2-ba,ba
provision,schedule-2-part-3-crossheading-class-v-changes-of-use-permitted-under-a-permission-granted-on-an-application_paragraph-W-2,schedule-2-part-3-crossheading-class-v-changes-of-use-permitted-under-a-permission-granted-on-an-application_paragraph-W-2,has_sub_provision,provision,schedule-2-part-3-crossheading-class-v-changes-of-use-permitted-under-a-permission-granted-on-an-application_paragraph-W-2-bb,bb
provision,schedule-2-part-3-crossheading-class-v-changes-of-use-permitted-under-a-permission-granted-on-an-application_paragraph-W-2-bb,schedule-2-part-3-crossheading-class-v-changes-of-use-permitted-under-a-permission-granted-on-an-application_paragraph-W-2-bb,has_sub_provision,provision,schedule-2-paragraph-W-2-bb-i,i
provision,schedule-2-part-3-crossheading-class-v-changes-of-use-permitted-under-a-permission-granted-on-an-application_paragraph-W-2-bb,schedule-2-part-3-crossheading-class-v-changes-of-use-permitted-under-a-permission-granted-on-an-application_paragraph-W-2-bb,has_sub_provision,provision,schedule-2-paragraph-W-2-bb-ii,ii
provision,schedule-2-part-3-crossheading-class-v-changes-of-use-permitted-under-a-permission-granted-on-an-application_paragraph-W-2,schedule-2-part-3-crossheading-class-v-changes-of-use-permitted-under-a-permission-granted-on-an-application_paragraph-W-2,has_sub_provision,provision,schedule-2-paragraph-W-2-bc,bc
provision,schedule-2-part-3-crossheading-class-v-changes-of-use-permitted-under-a-permission-granted-on-an-application_paragraph-W-2,schedule-2-part-3-crossheading-class-v-changes-of-use-permitted-under-a-permission-granted-on-an-application_paragraph-W-2,has_sub_provision,provision,schedule-2-part-3-crossheading-class-v-changes-of-use-permitted-under-a-permission-granted-on-an-application_paragraph-W-2-c,c
provision,schedule-2-part-3-crossheading-class-v-changes-of-use-permitted-under-a-permission-granted-on-an-application_paragraph-W-2,schedule-2-part-3-crossheading-class-v-changes-of-use-permitted-under-a-permission-granted-on-an-application_paragraph-W-2,has_sub_provision,provision,schedule-2-part-3-crossheading-class-v-changes-of-use-permitted-under-a-permission-granted-on-an-application_paragraph-W-2-d,d
provision,schedule-2-part-3-crossheading-class-v-changes-of-use-permitted-under-a-permission-granted-on-an-application_paragraph-W-2,schedule-2-part-3-crossheading-class-v-changes-of-use-permitted-under-a-permission-granted-on-an-application_paragraph-W-2,has_sub_provision,provision,schedule-2-part-3-crossheading-class-v-changes-of-use-permitted-under-a-permission-granted-on-an-application_paragraph-W-2-e,e
provision,schedule-2-part-3-crossheading-class-v-changes-of-use-permitted-under-a-permission-granted-on-an-application_paragraph-W,schedule-2-part-3-crossheading-class-v-changes-of-use-permitted-under-a-permission-granted-on-an-application_paragraph-W,has_sub_provision,provision,schedule-2-paragraph-W-2ZA,2ZA
provision,schedule-2-paragraph-W-2ZA,schedule-2-paragraph-W-2ZA,has_sub_provision,provision,schedule-2-paragraph-W-2ZA-a,a
provision,schedule-2-paragraph-W-2ZA,schedule-2-paragraph-W-2ZA,has_sub_provision,provision,schedule-2-paragraph-W-2ZA-b,b
provision,schedule-2-part-3-crossheading-class-v-changes-of-use-permitted-under-a-permission-granted-on-an-application_paragraph-W,schedule-2-part-3-crossheading-class-v-changes-of-use-permitted-under-a-permission-granted-on-an-application_paragraph-W,has_sub_provision,provision,schedule-2-paragraph-W-2A,2A
provision,schedule-2-part-3-crossheading-class-v-changes-of-use-permitted-under-a-permission-granted-on-an-application_paragraph-W,schedule-2-part-3-crossheading-class-v-changes-of-use-permitted-under-a-permission-granted-on-an-application_paragraph-W,has_sub_provision,provision,schedule-2-part-3-crossheading-class-v-changes-of-use-permitted-under-a-permission-granted-on-an-application_paragraph-W-3,3
provision,schedule-2-part-3-crossheading-class-v-changes-of-use-permitted-under-a-permission-granted-on-an-application_paragraph-W-3,schedule-2-part-3-crossheading-class-v-changes-of-use-permitted-under-a-permission-granted-on-an-application_paragraph-W-3,has_sub_provision,provision,schedule-2-part-3-crossheading-class-v-changes-of-use-permitted-under-a-permission-granted-on-an-application_paragraph-W-3-a,a
provision,schedule-2-part-3-crossheading-class-v-changes-of-use-permitted-under-a-permission-granted-on-an-application_paragraph-W-3,schedule-2-part-3-crossheading-class-v-changes-of-use-permitted-under-a-permission-granted-on-an-application_paragraph-W-3,has_sub_provision,provision,schedule-2-part-3-crossheading-class-v-changes-of-use-permitted-under-a-permission-granted-on-an-application_paragraph-W-3-b,b
provision,schedule-2-part-3-crossheading-class-v-changes-of-use-permitted-under-a-permission-granted-on-an-application_paragraph-W,schedule-2-part-3-crossheading-class-v-changes-of-use-permitted-under-a-permission-granted-on-an-application_paragraph-W,has_sub_provision,provision,schedule-2-part-3-crossheading-class-v-changes-of-use-permitted-under-a-permission-granted-on-an-application_paragraph-W-4,4
provision,schedule-2-part-3-crossheading-class-v-changes-of-use-permitted-under-a-permission-granted-on-an-application_paragraph-W,schedule-2-part-3-crossheading-class-v-changes-of-use-permitted-under-a-permission-granted-on-an-application_paragraph-W,has_sub_provision,provision,schedule-2-part-3-crossheading-class-v-changes-of-use-permitted-under-a-permission-granted-on-an-application_paragraph-W-5,5
